module_group,avg_total_l2,avg_ratio,ratio_std,avg_ma_total,avg_std_total,avg_sparsity,avg_heavy_tail,stability_ratio,recommended_bits,rationale
obj_ptr_proj.layers.1.weight,0.00043402392392606447,6.797410012791305e-05,6.0235022837765745e-05,0.0004525554799988311,0.0003535473959785349,0.9972654352919946,2263.046594821768,0.7812244279517908,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.2.bias,4.874682641164008e-05,2.1603452761058333e-05,1.8598996147822867e-05,5.032545256838898e-05,3.847539616825762e-05,0.9395016206820638,831.2268596599076,0.7645315482453355,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.2.weight,0.0003978996136892044,5.967490922389177e-05,5.18524709721979e-05,0.00041241824818677073,0.0003153065261179747,0.9973559584693199,2443.7071943236606,0.7645309767553804,32,Extreme gradient-to-weight scaling
obj_ptr_tpos_proj.bias,3.0001216769664328e-05,8.655230062307565e-05,8.985900269019645e-05,3.0645060573498944e-05,2.940188243903037e-05,0.8902393375745831,131.6566427885746,0.9594330012340181,32,Extreme gradient-to-weight scaling
obj_ptr_tpos_proj.weight,0.000339658463670451,6.159469443870535e-05,6.38262007521082e-05,0.00034696709804917056,0.0003324076925994204,0.9472066496879346,288.1460615698017,0.9580380804646588,32,Extreme gradient-to-weight scaling
sam_mask_decoder.conv_s0.bias,0.0014055884786775214,0.0046727281563727074,0.0034963840060238467,0.0014002066069539474,0.0009914601499811844,0.8500216472696912,15.74221975159275,0.7080813253252942,4,Low-energy + moderate sparsity
sam_mask_decoder.conv_s0.weight,0.0009178602342770952,0.00038075594681229673,0.00027202344174250654,0.0009176026184407221,0.0006251142322524619,0.9923764379703882,4607.128978503013,0.6812472193188764,32,Extreme gradient-to-weight scaling
sam_mask_decoder.conv_s1.bias,0.0002173355572752015,0.00032251296463062755,0.00020058723579205633,0.00021705157290629644,0.00012866619996719283,0.8875114081482339,206803.88742449944,0.5927909125207743,32,Extreme gradient-to-weight scaling
sam_mask_decoder.conv_s1.weight,0.0002470877683188756,4.873480292732114e-05,3.317250985678016e-05,0.00024774578937120805,0.00016119865929535823,0.9859263628208773,1614147.884385853,0.6506615499076249,32,Extreme gradient-to-weight scaling
sam_mask_decoder.iou_prediction_head.layers.0,0.0017893014973964227,0.0001077848447811184,9.132922745878592e-05,0.0017925072105396472,0.001371846335487252,0.9811666895800183,57725.44729949581,0.7653226315749367,32,Extreme gradient-to-weight scaling
sam_mask_decoder.iou_prediction_head.layers.1,0.0015048130342079178,7.51214732331284e-05,7.162609230442876e-05,0.0015136184782811631,0.0013023188093916145,0.9684501646099772,500.42841958093754,0.8604009716309116,32,Extreme gradient-to-weight scaling
sam_mask_decoder.iou_prediction_head.layers.2,0.002888118727117009,0.000494164302739083,0.0005492092758716783,0.0029051390716318577,0.0029391044843562935,0.8055719601498537,62.709048621186305,1.0116914928638363,16,High gradient dynamics or heavy tails
